id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1076,43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,80,18,1,0,3,2,3,4,3,3,1076,3,Non,13 %,Non,1,5,1,1076,25,3,Transformation Digitale,Y,Occasionnel,0,0
1077,20,F,2323,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,4,3,1,4,2,3,1077,3,Oui,14 %,Oui,0,3,1,1077,9,3,Marketing,Y,Frequent,0,2
1079,21,F,1416,Célibataire,Consulting,Consultant,1,80,1,1,0,3,2,1,1,1,2,1079,3,Non,13 %,Oui,0,6,1,1079,10,3,Infra & Cloud,Y,Occasionnel,1,0
1080,46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,80,19,16,13,4,2,2,1,1,3,1080,4,Oui,23 %,Non,3,2,1,1080,8,4,Infra & Cloud,Y,Occasionnel,1,7
1081,51,M,2461,Marié(e),Consulting,Assistant de Direction,9,80,18,10,0,1,3,1,3,3,4,1081,3,Oui,12 %,Oui,3,2,1,1081,4,4,Infra & Cloud,Y,Occasionnel,2,7
1082,28,M,8722,Célibataire,Consulting,Manager,1,80,10,10,7,2,2,3,1,1,2,1082,3,Non,12 %,Oui,0,2,1,1082,24,2,Entrepreunariat,Y,Aucun,1,9
1083,26,M,3955,Marié(e),Consulting,Consultant,1,80,6,5,3,1,2,1,1,1,3,1083,3,Non,16 %,Non,2,2,1,1083,1,2,Transformation Digitale,Y,Occasionnel,1,3
1084,30,M,9957,Marié(e),Consulting,Tech Lead,0,80,7,6,2,3,3,2,1,3,2,1084,3,Non,15 %,Non,1,1,1,1084,20,3,Autre,Y,Occasionnel,0,2
1085,41,F,3376,Marié(e),Consulting,Assistant de Direction,1,80,10,10,6,2,4,1,3,3,3,1085,3,Non,13 %,Non,0,3,1,1085,7,2,Entrepreunariat,Y,Occasionnel,0,8
1088,38,F,8823,Marié(e),Consulting,Manager,0,80,20,19,9,3,2,3,3,1,2,1088,3,Non,18 %,Non,1,4,1,1088,17,1,Infra & Cloud,Y,Occasionnel,1,9
1092,40,M,10322,Marié(e),Consulting,Manager,4,80,14,11,10,1,3,3,4,4,3,1092,4,Non,20 %,Non,1,6,1,1092,20,4,Entrepreunariat,Y,Occasionnel,11,1
1094,27,M,4621,Marié(e),Consulting,Consultant,1,80,3,3,2,1,1,1,3,4,3,1094,3,Non,19 %,Non,3,4,1,1094,8,5,Infra & Cloud,Y,Aucun,1,2
1096,55,M,10976,Marié(e),Consulting,Tech Lead,3,80,23,3,2,4,3,3,2,2,3,1096,3,Non,18 %,Non,1,4,1,1096,2,1,Infra & Cloud,Y,Frequent,1,2
1097,28,F,3660,Célibataire,Consulting,Assistant de Direction,3,80,10,8,7,3,3,2,3,4,4,1097,3,Non,13 %,Non,0,4,1,1097,10,3,Autre,Y,Occasionnel,1,7
1098,44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,80,24,20,6,2,2,3,1,4,3,1098,3,Non,14 %,Oui,1,1,1,1098,1,2,Transformation Digitale,Y,Occasionnel,3,6
1099,33,M,7119,Divorcé(e),Consulting,Manager,4,80,9,3,2,4,2,3,4,3,3,1099,3,Non,15 %,Non,1,2,1,1099,5,3,Infra & Cloud,Y,Occasionnel,1,2
1100,35,M,9582,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7,4,3,3,1,1,3,1100,4,Oui,22 %,Oui,0,2,1,1100,4,3,Entrepreunariat,Y,Occasionnel,4,7
1101,33,F,4508,Célibataire,Consulting,Assistant de Direction,1,80,14,13,7,1,2,2,3,2,3,1101,4,Non,22 %,Oui,0,4,1,1101,29,4,Transformation Digitale,Y,Frequent,3,8
1102,28,M,2207,Divorcé(e),Consulting,Consultant,1,80,4,4,2,1,3,1,3,4,2,1102,3,Non,16 %,Non,1,5,1,1102,15,2,Infra & Cloud,Y,Occasionnel,2,2
1103,34,M,7756,Célibataire,Consulting,Manager,0,80,7,6,2,1,3,2,4,3,2,1103,3,Non,17 %,Non,0,1,1,1103,3,1,Infra & Cloud,Y,Frequent,0,4
1105,37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,80,8,1,0,4,2,2,4,3,3,1105,3,Oui,14 %,Non,3,5,1,1105,10,4,Infra & Cloud,Y,Occasionnel,0,0
1106,25,M,3691,Marié(e),Consulting,Consultant,1,80,7,7,7,4,3,1,4,2,4,1106,3,Oui,15 %,Oui,1,3,1,1106,4,1,Entrepreunariat,Y,Occasionnel,5,6
1107,26,M,2377,Divorcé(e),Consulting,Consultant,1,80,1,1,1,1,3,1,3,3,2,1107,4,Non,20 %,Oui,1,0,1,1107,21,3,Transformation Digitale,Y,Occasionnel,0,0
1108,33,M,2313,Célibataire,Consulting,Assistant de Direction,4,80,5,2,2,1,2,1,2,2,3,1108,4,Oui,20 %,Oui,0,0,1,1108,25,3,Transformation Digitale,Y,Occasionnel,2,2
1109,42,M,17665,Marié(e),Consulting,Senior Manager,0,80,23,22,6,4,3,4,1,4,3,1109,3,Non,17 %,Non,1,3,1,1109,2,2,Transformation Digitale,Y,Occasionnel,13,7
1111,28,M,2596,Divorcé(e),Consulting,Consultant,1,80,1,1,0,1,2,1,2,1,3,1111,3,Non,15 %,Oui,2,2,1,1111,1,3,Transformation Digitale,Y,Frequent,0,0
1113,50,M,4728,Célibataire,Commercial,Cadre Commercial,3,80,5,0,0,4,3,2,3,4,3,1113,3,Oui,14 %,Oui,0,4,1,1113,1,4,Autre,Y,Frequent,0,0
1114,33,F,4302,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,4,3,2,2,3,3,1114,3,Non,17 %,Non,1,3,1,1114,7,3,Infra & Cloud,Y,Frequent,0,2
1115,34,M,2979,Marié(e),Consulting,Assistant de Direction,3,80,6,0,0,3,2,1,4,4,3,1115,3,Non,17 %,Non,3,2,1,1115,3,4,Infra & Cloud,Y,Aucun,0,0
1116,48,M,16885,Célibataire,Consulting,Senior Manager,2,80,27,5,4,1,4,4,4,3,2,1116,4,Non,22 %,Non,0,3,1,1116,1,4,Transformation Digitale,Y,Aucun,2,1
1117,45,F,5593,Marié(e),Commercial,Cadre Commercial,1,80,15,15,10,2,2,2,3,4,3,1117,3,Non,13 %,Non,1,2,1,1117,9,4,Infra & Cloud,Y,Aucun,4,12
1118,52,M,10445,Célibataire,Consulting,Manager,7,80,18,8,6,2,3,3,2,4,3,1118,3,Non,19 %,Non,0,4,1,1118,7,4,Infra & Cloud,Y,Occasionnel,4,0
1119,38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7,3,2,3,3,2,3,1119,3,Oui,14 %,Non,2,2,1,1119,10,4,Marketing,Y,Occasionnel,2,7
1120,29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,80,11,7,5,3,3,1,4,1,3,1120,4,Non,22 %,Non,1,1,1,1120,28,4,Infra & Cloud,Y,Occasionnel,1,7
1121,28,F,7655,Divorcé(e),Consulting,Tech Lead,0,80,10,9,7,4,3,3,2,2,2,1121,3,Non,17 %,Non,3,3,1,1121,3,3,Transformation Digitale,Y,Occasionnel,1,7
1124,46,M,17465,Marié(e),Commercial,Senior Manager,3,80,23,12,9,1,3,4,3,4,3,1124,3,Non,12 %,Non,1,3,1,1124,3,1,Marketing,Y,Occasionnel,4,9
1125,38,M,7351,Célibataire,Commercial,Cadre Commercial,7,80,10,1,0,4,3,3,2,3,3,1125,3,Non,16 %,Non,0,2,1,1125,2,2,Marketing,Y,Occasionnel,0,0
1126,43,F,10820,Marié(e),Consulting,Tech Lead,8,80,18,8,7,3,3,3,1,3,3,1126,3,Non,11 %,Non,1,1,1,1126,27,3,Infra & Cloud,Y,Frequent,0,1
1127,39,M,12169,Divorcé(e),Consulting,Manager,7,80,21,18,7,1,3,4,4,4,3,1127,3,Non,11 %,Oui,3,4,1,1127,2,3,Infra & Cloud,Y,Frequent,11,5
1128,40,M,19626,Célibataire,Consulting,Directeur Technique,1,80,21,20,7,3,2,5,3,1,4,1128,3,Non,14 %,Non,0,2,1,1128,14,3,Transformation Digitale,Y,Occasionnel,4,9
1131,21,F,2070,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,4,2,1,2,3,4,1131,3,Oui,11 %,Non,0,6,1,1131,1,1,Entrepreunariat,Y,Occasionnel,2,2
1132,39,M,6782,Célibataire,Consulting,Consultant,9,80,9,5,4,3,3,2,2,3,2,1132,3,Non,15 %,Non,0,2,1,1132,9,3,Infra & Cloud,Y,Aucun,0,3
1133,36,M,7779,Célibataire,Consulting,Tech Lead,2,80,18,11,9,1,3,2,4,1,3,1133,4,Non,20 %,Non,0,0,1,1133,18,4,Infra & Cloud,Y,Aucun,0,9
1135,31,M,2791,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2,3,4,1,4,1,3,1135,3,Non,12 %,Non,1,4,1,1135,20,3,Infra & Cloud,Y,Frequent,2,2
1136,28,M,3201,Marié(e),Consulting,Assistant de Direction,0,80,6,5,3,1,2,1,2,1,1,1136,3,Non,17 %,Non,0,2,1,1136,2,1,Infra & Cloud,Y,Occasionnel,0,4
1137,35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,80,5,5,2,4,3,2,4,4,3,1137,3,Non,11 %,Non,1,3,1,1137,11,2,Marketing,Y,Frequent,0,2
1138,49,M,13120,Marié(e),Commercial,Cadre Commercial,6,80,22,9,8,4,2,4,2,2,3,1138,3,Non,17 %,Non,1,3,1,1138,8,4,Entrepreunariat,Y,Occasionnel,2,3
1140,34,M,4033,Célibataire,Consulting,Tech Lead,2,80,5,3,2,4,3,2,3,4,2,1140,3,Non,11 %,Non,0,3,1,1140,2,2,Infra & Cloud,Y,Frequent,0,2
1143,29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,80,8,7,5,4,3,1,2,4,2,1143,3,Non,14 %,Non,2,2,1,1143,10,3,Infra & Cloud,Y,Frequent,1,1
1148,42,M,4272,Célibataire,Consulting,Consultant,4,80,16,1,0,2,1,2,4,1,3,1148,3,Non,19 %,Non,0,3,1,1148,29,3,Transformation Digitale,Y,Occasionnel,0,0
1150,29,M,5056,Marié(e),Consulting,Tech Lead,1,80,10,10,7,2,2,2,4,3,2,1150,3,Oui,15 %,Non,1,2,1,1150,8,1,Transformation Digitale,Y,Occasionnel,1,2
1152,38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,80,7,7,6,3,4,1,3,4,4,1152,3,Non,13 %,Non,1,2,1,1152,1,3,Ressources Humaines,Y,Occasionnel,5,0
1154,28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,1,3,2,1,3,4,3,1154,3,Oui,14 %,Non,1,2,1,1154,6,3,Infra & Cloud,Y,Frequent,0,2
1156,18,M,1904,Célibataire,Consulting,Consultant,1,80,0,0,0,3,3,1,3,4,3,1156,3,Non,12 %,Oui,0,0,1,1156,8,1,Transformation Digitale,Y,Aucun,0,0
1157,33,F,8224,Célibataire,Commercial,Cadre Commercial,0,80,6,5,2,1,3,2,1,1,3,1157,3,Oui,17 %,Oui,0,3,1,1157,9,4,Marketing,Y,Occasionnel,0,3
1158,41,M,4766,Marié(e),Consulting,Consultant,3,80,6,1,0,2,3,1,4,1,3,1158,3,Oui,11 %,Non,1,4,1,1158,12,4,Infra & Cloud,Y,Occasionnel,0,0
1160,31,M,2610,Marié(e),Consulting,Consultant,1,80,2,2,2,3,3,1,3,3,2,1160,3,Non,12 %,Oui,1,5,1,1160,15,3,Transformation Digitale,Y,Frequent,2,2
1161,37,F,5731,Divorcé(e),Consulting,Manager,7,80,9,6,2,3,2,2,4,3,3,1161,3,Non,13 %,Non,2,2,1,1161,25,2,Transformation Digitale,Y,Occasionnel,1,3
1162,27,M,2539,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2,4,2,1,3,3,3,1162,3,Non,13 %,Non,1,0,1,1162,6,3,Infra & Cloud,Y,Occasionnel,2,2
1163,34,F,5714,Marié(e),Commercial,Cadre Commercial,1,80,6,6,5,2,3,2,3,1,2,1163,4,Non,20 %,Non,0,3,1,1163,9,1,Infra & Cloud,Y,Occasionnel,1,3
1164,35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,5,4,3,3,1,3,2,1,1164,3,Non,17 %,Non,0,2,1,1164,8,4,Entrepreunariat,Y,Occasionnel,1,4
1165,29,F,7336,Marié(e),Commercial,Cadre Commercial,1,80,11,11,8,4,2,3,1,1,1,1165,3,Non,13 %,Oui,1,3,1,1165,23,1,Infra & Cloud,Y,Occasionnel,3,10
1166,40,F,13499,Célibataire,Consulting,Directeur Technique,9,80,20,18,7,2,3,3,3,3,2,1166,3,Non,17 %,Non,0,3,1,1166,9,4,Transformation Digitale,Y,Frequent,2,13
1167,42,M,13758,Célibataire,Commercial,Cadre Commercial,0,80,22,21,9,3,3,4,1,2,2,1167,3,Oui,12 %,Oui,0,2,1,1167,12,3,Infra & Cloud,Y,Frequent,13,14
1171,42,M,5155,Célibataire,Commercial,Cadre Commercial,7,80,9,6,4,2,3,2,1,4,4,1171,3,Non,13 %,Non,0,3,1,1171,4,4,Marketing,Y,Occasionnel,1,5
1172,35,M,2258,Marié(e),Consulting,Consultant,6,80,10,8,0,4,2,1,3,2,3,1172,3,Non,12 %,Non,1,2,1,1172,1,4,Transformation Digitale,Y,Occasionnel,1,7
1173,24,M,3597,Célibataire,Consulting,Consultant,8,80,6,4,3,4,3,1,2,4,3,1173,4,Non,22 %,Non,0,2,1,1173,24,3,Transformation Digitale,Y,Occasionnel,1,2
1175,28,F,2515,Marié(e),Consulting,Consultant,1,80,1,1,1,3,3,1,4,4,2,1175,3,Oui,11 %,Oui,0,4,1,1175,12,1,Infra & Cloud,Y,Occasionnel,0,0
1177,26,M,4420,Marié(e),Consulting,Consultant,1,80,8,8,7,1,4,1,4,2,3,1177,4,Non,22 %,Non,1,2,1,1177,3,4,Transformation Digitale,Y,Occasionnel,0,7
1179,30,M,6578,Marié(e),Commercial,Cadre Commercial,1,80,10,10,3,3,2,2,3,1,3,1179,3,Non,18 %,Non,1,3,1,1179,10,3,Marketing,Y,Occasionnel,1,4
1180,40,F,4422,Marié(e),Consulting,Assistant de Direction,3,80,16,1,1,3,2,2,4,4,1,1180,3,Oui,13 %,Non,1,3,1,1180,26,2,Transformation Digitale,Y,Frequent,0,0
1182,35,M,10274,Divorcé(e),Consulting,Tech Lead,2,80,15,7,7,3,2,3,2,2,4,1182,3,Non,18 %,Non,1,2,1,1182,2,3,Infra & Cloud,Y,Occasionnel,6,4
1184,34,M,5343,Célibataire,Consulting,Manager,0,80,14,13,9,4,2,2,1,3,3,1184,4,Non,20 %,Non,0,3,1,1184,1,3,Transformation Digitale,Y,Frequent,4,9
1185,35,M,2376,Marié(e),Consulting,Consultant,1,80,2,2,2,4,2,1,4,2,4,1185,3,Non,13 %,Non,1,2,1,1185,4,4,Autre,Y,Frequent,2,2
1188,43,F,5346,Célibataire,Commercial,Cadre Commercial,8,80,7,4,3,1,1,2,3,2,2,1188,3,Non,13 %,Oui,0,2,1,1188,9,3,Marketing,Y,Occasionnel,1,3
1190,32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,80,1,1,0,3,3,1,1,3,3,1190,3,Non,12 %,Non,3,3,1,1190,2,1,Infra & Cloud,Y,Aucun,0,0
1191,56,F,19943,Divorcé(e),Consulting,Senior Manager,4,80,28,5,2,4,3,5,1,4,3,1191,3,Non,13 %,Non,1,2,1,1191,4,4,Entrepreunariat,Y,Occasionnel,4,2
1192,29,F,3131,Marié(e),Consulting,Consultant,1,80,10,10,8,2,3,1,4,1,3,1192,3,Non,13 %,Non,1,5,1,1192,6,1,Transformation Digitale,Y,Occasionnel,0,8
1193,19,M,2552,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,3,3,1,1,3,3,1193,4,Non,25 %,Non,0,4,1,1193,9,2,Infra & Cloud,Y,Occasionnel,0,0
1195,45,F,4477,Marié(e),Consulting,Assistant de Direction,4,80,7,3,2,1,3,1,3,3,2,1195,3,Oui,19 %,Non,1,2,1,1195,7,3,Transformation Digitale,Y,Occasionnel,0,2
1196,37,F,6474,Marié(e),Consulting,Tech Lead,1,80,14,14,8,4,2,2,4,2,2,1196,3,Non,13 %,Non,1,2,1,1196,1,3,Infra & Cloud,Y,Occasionnel,3,11
1198,20,M,3033,Célibataire,Consulting,Consultant,1,80,2,2,2,1,2,1,3,1,2,1198,3,Non,12 %,Non,0,2,1,1198,3,3,Infra & Cloud,Y,Occasionnel,1,2
1200,44,M,2936,Célibataire,Consulting,Assistant de Direction,1,80,6,6,4,3,3,1,3,3,3,1200,3,Oui,11 %,Oui,0,4,1,1200,10,4,Infra & Cloud,Y,Occasionnel,0,2
1201,53,F,18606,Divorcé(e),Consulting,Senior Manager,3,80,26,7,7,4,3,5,3,2,3,1201,3,Non,18 %,Non,1,6,1,1201,7,2,Transformation Digitale,Y,Occasionnel,4,7
1202,29,F,2168,Marié(e),Consulting,Assistant de Direction,0,80,6,5,4,2,1,1,4,1,2,1202,3,Oui,18 %,Non,1,2,1,1202,15,1,Infra & Cloud,Y,Occasionnel,1,3
1203,22,M,2853,Marié(e),Consulting,Assistant de Direction,0,80,1,0,0,3,2,1,4,2,3,1203,3,Oui,11 %,Oui,1,5,1,1203,3,4,Infra & Cloud,Y,Frequent,0,0
1204,46,F,17048,Marié(e),Commercial,Senior Manager,8,80,28,26,15,3,3,4,1,1,3,1204,4,Non,23 %,Non,0,2,1,1204,2,3,Marketing,Y,Occasionnel,15,9
1206,44,M,2290,Célibataire,Consulting,Assistant de Direction,2,80,6,0,0,4,1,1,3,4,3,1206,3,Non,13 %,Non,0,3,1,1206,17,3,Infra & Cloud,Y,Aucun,0,0
1207,33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,80,5,5,4,2,3,1,3,4,3,1207,3,Non,13 %,Non,1,2,1,1207,2,3,Ressources Humaines,Y,Occasionnel,1,4
1210,41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,80,5,1,0,1,2,1,1,1,1,1210,3,Non,17 %,Oui,1,2,1,1210,5,2,Infra & Cloud,Y,Aucun,0,0
1211,30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,80,8,4,3,3,3,2,1,3,3,1211,3,Non,19 %,Non,3,3,1,1211,29,4,Infra & Cloud,Y,Occasionnel,0,3
1212,40,M,4327,Marié(e),Commercial,Cadre Commercial,5,80,5,0,0,2,3,2,2,4,3,1212,3,Non,12 %,Non,3,2,1,1212,2,4,Transformation Digitale,Y,Frequent,0,0
1215,50,F,17856,Marié(e),Consulting,Senior Manager,2,80,32,2,2,4,3,4,1,3,3,1215,4,Non,22 %,Non,1,3,1,1215,2,3,Transformation Digitale,Y,Frequent,2,2
1216,28,M,3196,Marié(e),Consulting,Consultant,1,80,6,6,5,4,2,1,1,3,3,1216,3,Non,12 %,Non,3,2,1,1216,19,4,Transformation Digitale,Y,Occasionnel,3,3
1217,46,M,19081,Marié(e),Consulting,Directeur Technique,5,80,25,4,2,4,3,5,2,1,3,1217,3,Non,11 %,Non,1,2,1,1217,15,2,Infra & Cloud,Y,Occasionnel,0,3
1218,35,M,8966,Marié(e),Commercial,Cadre Commercial,3,80,15,7,7,3,3,2,1,4,3,1218,3,Oui,15 %,Non,3,2,1,1218,17,4,Infra & Cloud,Y,Occasionnel,1,7
1219,24,F,2210,Marié(e),Consulting,Consultant,1,80,1,1,0,4,3,1,2,1,1,1219,3,Non,13 %,Oui,1,3,1,1219,17,2,Infra & Cloud,Y,Occasionnel,0,0
1220,33,F,4539,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,2,3,2,3,1,2,1220,3,Non,12 %,Non,1,3,1,1220,25,3,Transformation Digitale,Y,Frequent,0,1
1221,36,M,2741,Divorcé(e),Consulting,Consultant,1,80,7,7,7,3,1,1,3,3,3,1221,3,Non,14 %,Non,1,4,1,1221,6,4,Infra & Cloud,Y,Occasionnel,1,7
1224,30,M,3491,Divorcé(e),Consulting,Consultant,1,80,10,10,7,3,3,2,3,1,2,1224,3,Non,13 %,Non,3,4,1,1224,7,4,Infra & Cloud,Y,Occasionnel,8,9
1225,44,M,4541,Célibataire,Consulting,Assistant de Direction,1,80,20,20,11,4,3,2,4,2,3,1225,4,Non,25 %,Non,0,3,1,1225,29,4,Autre,Y,Occasionnel,13,17
1226,20,M,2678,Célibataire,Commercial,Représentant Commercial,1,80,2,2,1,3,4,1,4,4,3,1226,3,Non,17 %,Non,0,2,1,1226,21,3,Marketing,Y,Occasionnel,2,2
1228,46,M,7379,Divorcé(e),Consulting,Tech Lead,2,80,12,6,3,4,3,2,4,3,2,1228,3,Non,11 %,Non,1,3,1,1228,2,4,Entrepreunariat,Y,Occasionnel,1,4
1231,42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,80,10,4,3,4,4,2,1,1,4,1231,3,Non,16 %,Non,1,3,1,1231,2,5,Transformation Digitale,Y,Aucun,0,3
1233,60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,80,12,11,7,2,4,2,4,2,3,1233,3,Oui,18 %,Non,1,3,1,1233,7,4,Marketing,Y,Occasionnel,1,9
1234,32,F,2743,Marié(e),Consulting,Consultant,1,80,2,2,2,3,2,1,2,3,3,1234,4,Non,20 %,Non,1,2,1,1234,13,3,Autre,Y,Frequent,2,2
1235,32,F,4998,Célibataire,Consulting,Assistant de Direction,4,80,10,8,7,4,3,2,3,4,3,1235,3,Oui,14 %,Non,0,2,1,1235,2,2,Infra & Cloud,Y,Frequent,0,7
1237,36,F,10252,Divorcé(e),Consulting,Tech Lead,2,80,17,7,7,3,1,3,1,3,3,1237,4,Oui,21 %,Non,1,2,1,1237,1,3,Entrepreunariat,Y,Occasionnel,7,7
1238,33,M,2781,Marié(e),Consulting,Assistant de Direction,0,80,15,14,10,1,3,1,4,2,3,1238,3,Non,13 %,Non,1,5,1,1238,9,3,Transformation Digitale,Y,Occasionnel,4,10
1239,40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,80,7,5,1,2,2,2,2,2,4,1239,3,Non,12 %,Non,1,2,1,1239,10,3,Entrepreunariat,Y,Occasionnel,1,3
1240,25,M,4950,Célibataire,Commercial,Cadre Commercial,0,80,5,4,3,3,3,2,4,2,3,1240,3,Non,14 %,Non,0,4,1,1240,10,4,Infra & Cloud,Y,Occasionnel,1,1
1241,30,M,3579,Marié(e),Consulting,Assistant de Direction,0,80,12,11,9,4,3,1,2,1,3,1241,4,Oui,21 %,Non,1,2,1,1241,1,3,Transformation Digitale,Y,Occasionnel,5,7
1242,42,F,13191,Marié(e),Consulting,Directeur Technique,3,80,20,1,0,1,3,3,1,3,3,1242,3,Oui,17 %,Non,0,6,1,1242,26,5,Transformation Digitale,Y,Frequent,0,0
1243,35,F,10377,Marié(e),Commercial,Cadre Commercial,4,80,16,13,2,3,2,3,4,2,2,1243,3,Oui,11 %,Non,1,6,1,1243,8,2,Marketing,Y,Aucun,4,12
1244,27,M,2235,Marié(e),Consulting,Assistant de Direction,1,80,9,9,7,1,3,1,1,4,2,1244,3,Oui,14 %,Non,2,3,1,1244,14,3,Infra & Cloud,Y,Occasionnel,6,8
1245,54,F,10502,Divorcé(e),Consulting,Tech Lead,7,80,33,5,4,4,3,3,3,1,1,1245,3,Non,17 %,Non,1,2,1,1245,1,4,Infra & Cloud,Y,Frequent,1,4
1246,44,F,2011,Marié(e),Consulting,Assistant de Direction,1,80,10,10,5,1,4,1,4,4,3,1246,3,Non,13 %,Non,1,5,1,1246,2,1,Infra & Cloud,Y,Occasionnel,7,7
1248,19,F,1859,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,1,2,1,2,2,4,1248,4,Oui,25 %,Oui,0,2,1,1248,10,3,Transformation Digitale,Y,Aucun,0,0
1249,29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2,1,3,1,4,1,3,1249,3,Non,15 %,Non,3,5,1,1249,1,3,Infra & Cloud,Y,Occasionnel,1,2
1250,54,M,17779,Marié(e),Consulting,Directeur Technique,3,80,36,10,9,4,3,4,4,1,3,1250,3,Non,14 %,Non,0,2,1,1250,3,3,Infra & Cloud,Y,Occasionnel,0,9
1251,31,M,6833,Marié(e),Consulting,Manager,1,80,6,6,5,3,3,2,1,4,2,1251,3,Oui,12 %,Non,0,2,1,1251,11,2,Transformation Digitale,Y,Occasionnel,0,1
1252,31,F,6812,Célibataire,Consulting,Manager,1,80,10,10,9,3,2,2,1,2,3,1252,3,Non,19 %,Non,0,2,1,1252,24,3,Transformation Digitale,Y,Occasionnel,1,8
1254,59,F,5171,Célibataire,Commercial,Cadre Commercial,5,80,13,6,1,3,2,2,4,4,3,1254,3,Non,17 %,Non,0,2,1,1254,3,3,Infra & Cloud,Y,Occasionnel,0,5
1255,43,M,19740,Marié(e),Consulting,Directeur Technique,3,80,25,8,7,3,1,5,4,2,3,1255,3,Non,14 %,Non,1,2,1,1255,3,3,Infra & Cloud,Y,Occasionnel,0,7
1256,49,M,18711,Marié(e),Consulting,Senior Manager,2,80,23,1,0,1,2,5,3,3,4,1256,3,Non,13 %,Non,1,2,1,1256,4,2,Transformation Digitale,Y,Occasionnel,0,0
1257,36,M,3692,Marié(e),Consulting,Assistant de Direction,1,80,12,11,10,3,3,1,2,3,2,1257,3,Non,12 %,Non,0,2,1,1257,3,3,Entrepreunariat,Y,Frequent,0,7
1258,48,M,2559,Célibataire,Consulting,Consultant,5,80,7,1,0,4,4,1,2,3,2,1258,3,Non,11 %,Non,0,4,1,1258,2,2,Entrepreunariat,Y,Occasionnel,0,0
1259,27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,1,3,1,3,2,3,1259,3,Non,11 %,Non,3,2,1,1259,4,2,Infra & Cloud,Y,Occasionnel,0,3
1260,29,M,6623,Divorcé(e),Consulting,Manager,1,80,6,6,0,3,3,2,4,2,3,1260,3,Oui,11 %,Non,2,2,1,1260,7,3,Infra & Cloud,Y,Occasionnel,1,0
1263,48,M,18265,Célibataire,Consulting,Directeur Technique,6,80,25,1,0,4,2,5,4,3,4,1263,3,Non,12 %,Non,0,3,1,1263,1,3,Infra & Cloud,Y,Occasionnel,0,0
1264,29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,80,9,7,7,4,2,4,4,2,2,1264,3,Non,14 %,Non,2,2,1,1264,1,3,Infra & Cloud,Y,Occasionnel,1,7
1265,34,F,2585,Marié(e),Consulting,Assistant de Direction,0,80,2,1,0,3,4,1,3,4,2,1265,3,Non,17 %,Non,0,5,1,1265,20,3,Entrepreunariat,Y,Occasionnel,0,0
1267,44,M,18213,Marié(e),Commercial,Senior Manager,7,80,26,22,9,2,3,5,2,3,3,1267,3,Non,11 %,Non,1,5,1,1267,5,3,Marketing,Y,Occasionnel,3,10
1268,33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,8,4,4,3,3,4,3,1268,3,Oui,14 %,Non,2,3,1,1268,10,5,Marketing,Y,Occasionnel,0,8
