age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,departement_Consulting,departement_Ressources Humaines,statut_marital_Divorcé(e),statut_marital_Marié(e),poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,mobilite_interne_ratio,ratio_anciennete,delta_evaluation
30,1,2422,0,4,3,2,2,1,2,1,3,3,0,17.0,0,3,5,3,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.9999996666667778,0
26,0,5472,1,8,8,7,4,2,4,2,3,3,0,12.0,0,2,2,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.8749998906250137,0.8888887901234679,-1
22,0,2451,1,4,4,3,2,1,1,1,2,3,0,15.0,1,3,8,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7499998125000469,0.799999840000032,2
48,0,4240,2,19,2,2,1,2,3,4,3,3,0,13.0,0,0,6,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.99999950000025,0.49999987500003124,1
48,0,10999,7,27,15,11,3,3,3,2,3,3,0,14.0,0,3,4,4,1,4,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7333332844444478,0.6818181508264477,1
41,1,5003,6,8,2,2,4,2,3,2,3,3,0,14.0,0,6,7,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.99999950000025,0.24999996875000394,0
39,1,12742,1,21,21,6,4,4,4,3,3,3,0,16.0,1,3,1,1,1,11,8,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.28571427210884415,0.9545454111570267,1
27,1,4227,0,4,3,2,1,2,4,2,3,3,0,18.0,1,2,2,4,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6666664444445185,0.9999996666667778,0
35,0,3917,1,3,3,2,2,1,4,1,2,4,0,20.0,1,4,10,3,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666664444445185,0.7499998125000469,1
42,0,18303,6,21,1,0,4,5,3,2,4,3,0,13.0,0,3,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.1428571224489825,0
50,0,2380,4,8,1,0,1,1,4,2,3,3,0,18.0,0,5,9,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.199999960000008,0
59,1,13726,3,30,5,3,3,4,4,1,3,3,1,13.0,0,4,2,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.599999880000024,0.6249999218750099,1
37,1,4777,5,15,1,0,1,2,2,1,1,3,0,15.0,0,2,11,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.16666663888889352,2
55,0,6385,3,17,8,7,3,2,2,4,3,3,1,14.0,2,3,18,4,2,6,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8749998906250137,0.7272726611570308,0
41,1,19973,1,21,21,16,2,5,3,2,3,4,0,22.0,2,3,7,1,0,5,10,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7619047256235845,0.9545454111570267,3
38,0,6861,8,19,1,0,2,2,4,3,3,3,1,12.0,0,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.11111109876543349,0
26,0,4969,8,7,2,2,2,2,1,4,3,3,0,18.0,0,6,29,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.19999998000000202,2
52,1,19845,1,33,32,14,1,5,4,4,3,3,0,15.0,1,3,2,1,1,6,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4374999863281255,0.969696940312214,2
44,1,13320,3,23,12,11,4,4,4,3,3,3,1,18.0,1,2,28,3,1,11,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9166665902777842,0.7999999466666703,-1
50,1,6347,0,19,18,7,4,2,3,1,3,3,0,12.0,1,3,1,3,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3888888672839518,0.9999999444444475,0
36,1,2743,1,18,17,13,3,1,1,3,3,3,0,16.0,0,1,16,4,1,15,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7647058373702448,0.9444443919753115,-1
39,1,10880,1,21,21,6,4,3,1,3,3,3,1,13.0,0,2,22,3,2,2,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.28571427210884415,0.9545454111570267,0
33,1,2342,0,3,2,2,2,1,4,4,2,3,0,19.0,0,2,8,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.99999950000025,0.99999950000025,1
45,1,17650,3,26,9,3,4,4,4,2,4,3,0,13.0,1,4,11,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.33333329629630043,0.7499999375000053,0
32,1,4025,9,10,8,7,4,1,3,2,3,3,0,12.0,0,2,29,4,0,7,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8749998906250137,0.47058820761245834,0
34,0,9725,0,16,15,1,2,2,4,4,2,3,0,11.0,1,2,1,4,1,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.06666666222222252,0.9999999333333378,-1
59,0,11904,3,14,6,4,2,3,4,3,1,3,1,14.0,1,1,1,2,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6666665555555741,0.6666665925926009,0
45,0,2177,1,6,6,3,2,1,2,1,3,3,0,16.0,0,3,24,4,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.49999991666668053,0.857142734693895,0
53,1,7525,2,30,15,7,3,3,2,1,3,3,0,12.0,1,2,2,3,2,6,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.46666663555555765,0.8823528892733594,1
36,0,4834,7,9,1,0,1,2,3,2,2,3,0,14.0,1,3,15,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12499998437500197,0
26,0,2042,6,6,3,2,1,1,1,2,3,3,1,14.0,1,2,2,3,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.33333329629630043,0
34,1,2220,1,1,1,1,3,1,3,4,3,3,1,19.0,1,2,10,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.9999990000010001,0.499999750000125,0
28,0,1052,1,1,1,0,4,1,2,2,3,4,0,22.0,0,5,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.499999750000125,1
38,0,2821,3,8,2,2,3,1,3,1,3,3,0,16.0,1,2,3,4,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999950000025,0.399999920000016,0
50,0,19237,2,29,8,1,2,5,3,4,2,3,1,11.0,1,2,2,4,1,7,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.12499998437500197,0.7999999200000081,0
37,1,4107,3,8,4,3,4,2,2,1,2,3,0,15.0,0,3,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7499998125000469,0.57142848979593,0
40,0,8396,1,8,7,7,3,2,1,2,2,3,0,14.0,1,3,26,3,1,7,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9999998571428775,0.8749998906250137,0
26,1,2007,1,5,5,3,1,1,3,3,3,3,0,13.0,2,5,1,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.599999880000024,0.8333331944444675,1
46,0,19627,9,23,2,2,4,5,4,4,3,3,0,17.0,2,0,1,4,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.1818181652892577,0
54,1,10686,6,13,9,4,3,3,3,2,3,3,0,11.0,1,4,2,4,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.44444439506173394,0.5999999600000027,1
56,1,2942,2,18,5,4,1,1,3,2,3,3,0,19.0,1,4,9,3,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.7142856122449125,0
36,1,8858,0,15,14,8,4,3,4,2,2,3,0,11.0,0,2,12,5,1,7,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5714285306122479,0.9999999285714337,1
55,0,16756,7,31,9,7,3,4,1,2,4,3,0,15.0,0,3,2,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7777776913580343,0.5624999648437522,1
43,0,10798,5,18,1,0,3,3,4,3,3,3,0,13.0,1,5,25,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.16666663888889352,1
20,1,2323,1,2,2,2,4,1,4,2,3,3,1,14.0,0,3,9,3,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.99999950000025,0.6666664444445185,0
21,1,1416,1,1,1,0,3,1,1,1,2,3,0,13.0,0,6,10,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,1
46,1,4615,8,19,16,13,4,2,1,1,3,4,1,23.0,3,2,8,4,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8124999492187531,0.66666663888889,2
51,0,2461,9,18,10,0,1,1,3,3,4,3,1,12.0,3,2,4,4,1,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5263157617728547,0
28,0,8722,1,10,10,7,2,3,1,1,2,3,0,12.0,0,2,24,2,0,1,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.699999930000007,0.9090908264462886,1
26,0,3955,1,6,5,3,1,1,1,1,3,3,0,16.0,2,2,1,2,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.599999880000024,0.8333331944444675,1
30,0,9957,0,7,6,2,3,2,1,3,2,3,0,15.0,1,1,20,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.33333327777778704,0.9999998333333611,0
41,1,3376,1,10,10,6,2,1,3,3,3,3,0,13.0,0,3,7,2,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.599999940000006,0.9090908264462886,-1
38,1,8823,0,20,19,9,3,3,3,1,2,3,0,18.0,1,4,17,1,1,1,9,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.47368418559556913,0.9999999473684238,1
40,0,10322,4,14,11,10,1,3,4,4,3,4,0,20.0,1,6,20,4,1,11,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9090908264462886,0.7333332844444478,1
27,0,4621,1,3,3,2,1,1,3,4,3,3,0,19.0,3,4,8,5,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.7499998125000469,2
55,0,10976,3,23,3,2,4,3,2,2,3,3,0,18.0,1,4,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6666664444445185,0.49999991666668053,0
28,1,3660,3,10,8,7,3,2,3,4,4,3,0,13.0,0,4,10,3,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8749998906250137,0.7272726611570308,0
44,0,10482,9,24,20,6,2,3,1,4,3,3,0,14.0,1,1,1,2,1,3,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.29999998500000075,0.689655148632581,1
33,0,7119,4,9,3,2,4,3,4,3,3,3,0,15.0,1,2,5,3,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.4285713673469475,1
35,0,9582,0,9,8,7,4,3,1,1,3,4,1,22.0,0,2,4,3,1,4,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8749998906250137,0.9999998750000157,1
33,1,4508,1,14,13,7,1,2,3,2,3,4,0,22.0,0,4,29,4,2,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5384614970414233,0.9285713622449028,2
28,0,2207,1,4,4,2,1,1,3,4,2,3,0,16.0,1,5,15,2,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.49999987500003124,0.799999840000032,0
34,0,7756,0,7,6,2,1,2,4,3,2,3,0,17.0,0,1,3,1,2,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.33333327777778704,0.9999998333333611,0
37,1,6694,2,8,1,0,4,2,4,3,3,3,1,14.0,3,5,10,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.33333322222225925,1
25,0,3691,1,7,7,7,4,1,4,2,4,3,1,15.0,1,3,4,1,1,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9999998571428775,0.8749998906250137,0
26,0,2377,1,1,1,1,1,1,3,3,2,4,0,20.0,1,0,21,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9999990000010001,0.499999750000125,1
33,0,2313,4,5,2,2,1,1,2,2,3,4,1,20.0,0,0,25,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.33333327777778704,2
42,0,17665,0,23,22,6,4,4,1,4,3,3,0,17.0,1,3,2,2,1,13,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.27272726033057904,0.9999999545454565,0
28,0,2596,1,1,1,0,1,1,2,1,3,3,0,15.0,2,2,1,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.499999750000125,1
50,0,4728,3,5,0,0,4,2,3,4,3,3,1,14.0,0,4,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
33,1,4302,0,4,3,2,4,2,2,3,3,3,0,17.0,1,3,7,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.9999996666667778,0
34,0,2979,3,6,0,0,3,1,4,4,3,3,0,17.0,3,2,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1
48,0,16885,2,27,5,4,1,4,4,3,2,4,0,22.0,0,3,1,4,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.799999840000032,0.7142856122449125,0
45,1,5593,1,15,15,10,2,2,3,4,3,3,0,13.0,1,2,9,4,0,4,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6666666222222252,0.9374999414062536,1
52,0,10445,7,18,8,6,2,3,2,4,3,3,0,19.0,0,4,7,4,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7499999062500118,0.5333332977777802,0
38,0,8740,0,9,8,7,3,3,3,2,3,3,1,14.0,2,2,10,4,1,2,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8749998906250137,0.9999998750000157,1
29,1,2514,4,11,7,5,3,1,4,1,3,4,0,22.0,1,1,28,4,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7142856122449125,0.636363578512402,1
28,1,7655,0,10,9,7,4,3,2,2,2,3,0,17.0,3,3,3,3,1,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7777776913580343,0.9999998888889013,0
46,0,17465,3,23,12,9,1,4,3,4,3,3,0,12.0,1,3,3,1,1,4,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7499999375000053,0.7999999466666703,0
38,0,7351,7,10,1,0,4,3,2,3,3,3,0,16.0,0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.12499998437500197,0
43,1,10820,8,18,8,7,3,3,1,3,3,3,0,11.0,1,1,27,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8749998906250137,0.4999999687500019,0
39,0,12169,7,21,18,7,1,4,4,4,3,3,0,11.0,3,4,2,3,2,11,5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3888888672839518,0.7199999712000011,0
40,0,19626,1,21,20,7,3,5,3,1,4,3,0,14.0,0,2,14,3,1,4,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.34999998250000086,0.9523809070294805,1
21,1,2070,1,2,2,2,4,1,2,3,4,3,1,11.0,0,6,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99999950000025,0.6666664444445185,1
39,0,6782,9,9,5,4,3,2,2,3,2,3,0,15.0,0,2,9,3,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.3571428316326549,0
36,0,7779,2,18,11,9,1,2,4,1,3,4,0,20.0,0,0,18,4,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8181817438016598,0.8461537810650938,1
31,0,2791,0,3,2,2,3,1,4,1,3,3,0,12.0,1,4,20,3,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.99999950000025,0.99999950000025,-1
28,0,3201,0,6,5,3,1,1,2,1,1,3,0,17.0,0,2,2,1,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.599999880000024,0.99999980000004,1
35,0,4968,1,5,5,2,4,2,4,4,3,3,0,11.0,1,3,11,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.399999920000016,0.8333331944444675,0
49,0,13120,6,22,9,8,4,4,2,2,3,3,0,17.0,1,3,8,4,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8888887901234679,0.5999999600000027,1
34,0,4033,2,5,3,2,4,2,3,4,2,3,0,11.0,0,3,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6666664444445185,0.599999880000024,0
29,1,3291,0,8,7,5,4,1,2,4,2,3,0,14.0,2,2,10,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7142856122449125,0.9999998571428775,0
42,0,4272,4,16,1,0,2,2,4,1,3,3,0,19.0,0,3,29,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.199999960000008,2
29,0,5056,1,10,10,7,2,2,4,3,2,3,1,15.0,1,2,8,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.699999930000007,0.9090908264462886,1
38,0,2844,1,7,7,6,3,1,3,4,4,3,0,13.0,1,2,1,3,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.857142734693895,0.8749998906250137,-1
28,0,2703,1,3,3,1,3,1,3,4,3,3,1,14.0,1,2,6,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33333322222225925,0.7499998125000469,1
18,0,1904,1,0,0,0,3,1,3,4,3,3,0,12.0,0,0,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
33,1,8224,0,6,5,2,1,2,1,1,3,3,1,17.0,0,3,9,4,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.399999920000016,0.99999980000004,0
41,0,4766,3,6,1,0,2,1,4,1,3,3,1,11.0,1,4,12,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.24999993750001562,0
31,0,2610,1,2,2,2,3,1,3,3,2,3,0,12.0,1,5,15,3,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.6666664444445185,0
37,1,5731,7,9,6,2,3,2,4,3,3,3,0,13.0,2,2,25,2,1,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.33333327777778704,0.4615384260355057,1
27,0,2539,1,4,4,2,4,1,3,3,3,3,0,13.0,1,0,6,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.49999987500003124,0.799999840000032,1
34,1,5714,1,6,6,5,2,2,3,1,2,4,0,20.0,0,3,9,1,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8333331944444675,0.857142734693895,1
35,0,4323,1,6,5,4,3,1,3,2,1,3,0,17.0,0,2,8,4,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.799999840000032,0.8333331944444675,0
29,1,7336,1,11,11,8,4,3,1,1,1,3,0,13.0,1,3,23,1,1,3,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7272726611570308,0.9166665902777842,1
40,1,13499,9,20,18,7,2,3,3,3,2,3,0,17.0,0,3,9,4,2,2,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3888888672839518,0.6666666419753096,0
42,0,13758,0,22,21,9,3,4,1,2,2,3,1,12.0,0,2,12,3,2,13,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.4285714081632663,0.9999999523809546,0
42,0,5155,7,9,6,4,2,2,1,4,4,3,0,13.0,0,3,4,4,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6666665555555741,0.4615384260355057,0
35,0,2258,6,10,8,0,4,1,3,2,3,3,0,12.0,1,2,1,4,1,1,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5714285306122479,1
24,0,3597,8,6,4,3,4,1,2,4,3,4,0,22.0,0,2,24,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7499998125000469,0.3333333055555579,1
28,1,2515,1,1,1,1,3,1,4,4,2,3,1,11.0,0,4,12,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9999990000010001,0.499999750000125,0
26,0,4420,1,8,8,7,1,1,4,2,3,4,0,22.0,1,2,3,4,1,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8749998906250137,0.8888887901234679,0
30,0,6578,1,10,10,3,3,2,3,1,3,3,0,18.0,1,3,10,3,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.299999970000003,0.9090908264462886,1
40,1,4422,3,16,1,1,3,2,4,4,1,3,1,13.0,1,3,26,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9999990000010001,0.24999993750001562,1
35,0,10274,2,15,7,7,3,3,2,2,4,3,0,18.0,1,2,2,3,1,6,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9999998571428775,0.7777776913580343,1
34,0,5343,0,14,13,9,4,2,1,3,3,4,0,20.0,0,3,1,3,2,4,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6923076390532585,0.9999999230769291,2
35,0,2376,1,2,2,2,4,1,4,2,4,3,0,13.0,1,2,4,4,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.99999950000025,0.6666664444445185,1
43,1,5346,8,7,4,3,1,2,3,2,2,3,0,13.0,0,2,9,3,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7499998125000469,0.3333333055555579,2
32,1,2827,1,1,1,0,3,1,1,3,3,3,0,12.0,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.499999750000125,0
56,1,19943,4,28,5,2,4,5,1,4,3,3,0,13.0,1,2,4,4,1,4,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.399999920000016,0.5555554938271674,0
29,1,3131,1,10,10,8,2,1,4,1,3,3,0,13.0,1,5,6,1,1,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7999999200000081,0.9090908264462886,0
19,0,2552,1,1,1,1,3,1,1,3,3,4,0,25.0,0,4,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9999990000010001,0.499999750000125,1
45,1,4477,4,7,3,2,1,1,3,3,2,3,1,19.0,1,2,7,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.4285713673469475,0
37,1,6474,1,14,14,8,4,2,4,2,2,3,0,13.0,1,2,1,3,1,3,11,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5714285306122479,0.9333332711111153,1
20,0,3033,1,2,2,2,1,1,3,1,2,3,0,12.0,0,2,3,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.6666664444445185,1
44,0,2936,1,6,6,4,3,1,3,3,3,3,1,11.0,0,4,10,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666665555555741,0.857142734693895,0
53,1,18606,3,26,7,7,4,5,3,2,3,3,0,18.0,1,6,7,2,1,4,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9999998571428775,0.699999930000007,0
29,1,2168,0,6,5,4,2,1,4,1,2,3,1,18.0,1,2,15,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.99999980000004,2
22,0,2853,0,1,0,0,3,1,4,2,3,3,1,11.0,1,5,3,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1
46,1,17048,8,28,26,15,3,4,1,1,3,4,0,23.0,0,2,2,3,1,15,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5769230547337286,0.7647058598615925,1
44,0,2290,2,6,0,0,4,1,3,4,3,3,0,13.0,0,3,17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,2
33,0,3600,1,5,5,4,2,1,3,4,3,3,0,13.0,1,2,2,3,1,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.799999840000032,0.8333331944444675,0
41,0,2107,6,5,1,0,1,1,1,1,1,3,0,17.0,1,2,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.1428571224489825,1
30,0,4115,8,8,4,3,3,2,1,3,3,3,0,19.0,3,3,29,4,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7499998125000469,0.3333333055555579,0
40,0,4327,5,5,0,0,2,2,2,4,3,3,0,12.0,3,2,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
